year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
2019,Sep,Mon,0,Plateau,Funture,Unknown,Private Citizens & Property,Nigeria,Unknown
2018,Jun,Wed,0,Benue,Tswarev,Unknown,Government (General),Nigeria,Unknown
2020,Jun,Tue,1,Borno,Mbulabam,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2014,Feb,Thu,0,Borno,Dikwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Mar,Thu,1,Edo,Ikakumo,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
2019,Nov,Sun,0,Borno,Unknown,Bombing/Explosion,Military,Nigeria,Explosives
2015,May,Wed,0,Benue,Kyado,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Apr,Mon,0,Yobe,Bultaram,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Oct,Thu,0,Borno,Ngoshe,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,Sep,Fri,0,Borno,Korochara,Assassination,Government (General),Nigeria,Explosives
2021,Feb,Fri,0,Akwa Ibom,Essien Udim district,Facility/Infrastructure Attack,Government (General),Nigeria,Unknown
2018,Nov,Mon,0,Zamfara,Malikawa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Nov,Tue,0,Benue,Tse Adoo,Assassination,Military,Nigeria,Firearms
2012,Oct,Wed,0,Yobe,Potiskum,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
2015,Apr,Thu,0,Borno,Dikwa,Unknown,Military,Nigeria,Unknown
2012,Oct,Sun,0,Plateau,Heipang,Armed Assault,Police,Nigeria,Firearms
2015,Jul,Tue,0,Yobe,Ngamdu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Mar,Mon,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
1999,Aug,Sat,0,Unknown,Egwa,Hostage Taking (Kidnapping),Business,United States,Unknown
2015,Jul,Wed,0,Borno,Mussa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Sep,Tue,0,Benue,Tse Ikyo,Unknown,Military,Nigeria,Unknown
2015,Sep,Wed,0,Adamawa,Sabon Gari,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2015,Feb,Sun,1,Adamawa,Madagali district,Unknown,Private Citizens & Property,Nigeria,Unknown
2012,Jun,Sun,0,Yobe,Damaturu,Armed Assault,Police,Nigeria,Firearms
2017,Apr,Fri,0,Borno,Pulka,Bombing/Explosion,Military,Nigeria,Explosives
2016,Apr,Sat,0,Rivers,Akuku-Toru district,Hijacking,Police,Nigeria,Firearms
1996,Jan,Thu,0,Kaduna,Kabuna,Bombing/Explosion,Business,Nigeria,Explosives
2014,Oct,Mon,0,Nasarawa,Wayo,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Mar,Sat,0,Oyo,Ibadan,Unarmed Assault,Business,South Africa,Incendiary
2014,Jul,Wed,0,Adamawa,Michika,Unknown,Private Citizens & Property,Nigeria,Unknown
2007,Sep,Sun,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Philippines,Melee
2017,Aug,Wed,0,Borno,Wokilli,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Apr,Sun,0,Nasarawa,Nunma,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Apr,Mon,0,Taraba,Tse-Gbaun,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jun,Mon,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Mar,Sat,0,Borno,Zabarmari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2013,Oct,Tue,0,Borno,Goniri,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2021,May,Sat,0,Benue,Tse Guji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Apr,Sat,0,Benue,Mbamondu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Jun,Tue,1,Borno,Tungushe,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2016,May,Mon,0,Benue,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Apr,Thu,1,Niger,Saho Rami,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2007,Oct,Mon,1,Bayelsa,Yenagoa district,Hostage Taking (Kidnapping),Business,South Korea,Firearms
2019,Dec,Tue,0,Cross River,Calabar,Armed Assault,Government (General),Nigeria,Firearms
2016,Oct,Mon,0,Benue,Obagaji,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,May,Sat,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2015,Mar,Thu,0,Kano,Kano,Bombing/Explosion,Transportation,Nigeria,Explosives
2012,Aug,Mon,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
2020,Nov,Wed,0,Ondo,Owo,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
2015,Nov,Sun,0,Ebonyi,Ohaukwu district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Apr,Sun,1,Benue,Logo district,Armed Assault,Police,Nigeria,Firearms
2020,Aug,Wed,0,Borno,Mainari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Dec,Fri,1,Borno,Kimba,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2012,Mar,Sun,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,May,Tue,0,Borno,Ladi Mbutaye,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Mar,Wed,0,Rivers,Obor,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Nov,Wed,0,Oyo,Ibadan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Dec,Sat,0,Kaduna,Madakiya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Oct,Sat,0,Borno,Malari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,May,Tue,0,Adamawa,Garkida,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,Oct,Sun,0,Plateau,Kwanga,Armed Assault,Police,Nigeria,Firearms
2019,Oct,Tue,0,Borno,Gubio,Armed Assault,Military,Nigeria,Firearms
2019,Aug,Wed,0,Borno,Mammanti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Feb,Wed,0,Niger,Maje,Armed Assault,Police,Nigeria,Firearms
2008,Sep,Fri,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Educational Institution,Asian,Firearms
2013,Apr,Sun,0,Borno,Monguno,Bombing/Explosion,Military,Nigeria,Explosives
2018,Sep,Wed,0,Taraba,Tutuwa,Unknown,Private Citizens & Property,Nigeria,Unknown
2014,Sep,Fri,0,Borno,Konduga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,May,Sun,0,Benue,Kenvanger,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Dec,Wed,0,Benue,Kwagh Agule,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Jan,Fri,0,Yobe,Buni Gari,Armed Assault,Military,Nigeria,Firearms
2014,Sep,Thu,0,Borno,Shindiffu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Sep,Sun,0,Abia,Olokorno,Assassination,Government (General),Nigeria,Firearms
2014,Dec,Sun,1,Borno,Gumsuri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2020,Feb,Sat,0,Adamawa,Kwuapale,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Mar,Sat,0,Kaduna,Ungwan Patachi,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2011,Oct,Sat,0,Plateau,Jos district,Armed Assault,Private Citizens & Property,Nigeria,Melee
2018,Mar,Sun,0,Borno,Konduga,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2016,Aug,Fri,0,Taraba,Korum,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2006,Dec,Mon,0,Rivers,Port Harcourt,Bombing/Explosion,Business,Italy,Explosives
2014,Aug,Thu,0,Borno,Jibwhiwhui,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Mar,Sun,0,Borno,Bila Amboldar,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Nov,Mon,0,Abuja,Madalla,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2017,Mar,Thu,1,Bayelsa,Ekeremor district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2017,Feb,Sun,0,Borno,Biu,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2019,Dec,Mon,0,Adamawa,Gulak,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,Mar,Sat,0,Rivers,Port Harcourt,Armed Assault,Military,Nigeria,Firearms
2021,Apr,Wed,0,Borno,Damasak,Armed Assault,Military,Nigeria,Explosives
2016,Nov,Wed,0,Borno,Matube,Bombing/Explosion,Military,Nigeria,Explosives
2016,Nov,Tue,0,Borno,Chibok district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2021,May,Sun,0,Imo,Umueze Obiangwu,Assassination,Private Citizens & Property,Nigeria,Firearms
2018,Apr,Fri,0,Taraba,Dinya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Sep,Sun,0,Bauchi,Bauchi,Facility/Infrastructure Attack,Violent Political Party,Nigeria,Incendiary
2006,Jan,Tue,0,Rivers,Port Harcourt,Armed Assault,Business,Italy,Firearms
2015,Apr,Thu,0,Borno,Linmakara,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2013,Aug,Wed,0,Borno,Gwoza,Armed Assault,Police,Nigeria,Firearms
2019,Apr,Sat,0,Benue,Gboko,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Nov,Fri,0,Kaduna,Kaduna,Assassination,Journalists & Media,Nigeria,Firearms
2017,May,Sat,0,Delta,Warri,Bombing/Explosion,Utilities,Nigeria,Explosives
2017,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Business,Nigeria,Explosives
2013,Jul,Sat,0,Borno,Maiduguri,Armed Assault,Business,Nigeria,Explosives
2009,Jul,Mon,0,Borno,Maiduguri,Unknown,Religious Figures/Institutions,Nigeria,Unknown
2015,Feb,Tue,0,Yobe,Potiskum,Bombing/Explosion,Business,Nigeria,Explosives
2013,Nov,Tue,0,Plateau,Katu Kapang,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Apr,Tue,0,Benue,Umenger,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Dec,Tue,0,Rivers,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2015,Jul,Mon,0,Borno,Buratai,Unknown,Military,Nigeria,Unknown
2014,Aug,Fri,0,Borno,Gwoza,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2021,Apr,Tue,0,Borno,Damasak,Bombing/Explosion,Police,Nigeria,Explosives
2012,Jul,Sun,0,Bauchi,Bauchi,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,May,Wed,1,Kaduna,Ungwan Araha,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Nov,Wed,0,Borno,Muna Gari,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2020,Feb,Mon,0,Ondo,Ode-Irele,Armed Assault,Police,Nigeria,Firearms
2012,Jul,Sun,0,Delta,Warri,Unarmed Assault,Journalists & Media,Nigeria,Incendiary
1992,May,Sun,0,Kaduna,Zango-Kataf,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Nov,Sat,0,Zamfara,Kwangwami,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Apr,Tue,0,Delta,Azagba-Ogwashi,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2019,Aug,Sun,0,Kaduna,Banono,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Dec,Fri,0,Adamawa,Maiha,Armed Assault,Police,Nigeria,Explosives
2012,Jul,Wed,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2018,Mar,Wed,1,Kogi,Agojeju,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Nov,Wed,0,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Business,Nigeria,Firearms
2013,Apr,Fri,0,Kano,Kano,Bombing/Explosion,Business,Nigeria,Explosives
2020,Jul,Tue,0,Borno,Maiduguri,Armed Assault,Military,Nigeria,Firearms
2021,Feb,Thu,0,Ogun,Bamajo,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2016,Mar,Fri,0,Borno,Gwoza district,Bombing/Explosion,Military,Nigeria,Explosives
2013,Aug,Fri,0,Kano,Kano,Armed Assault,Business,Nigeria,Firearms
2018,Jan,Mon,1,Borno,Jinene,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2018,Dec,Sat,0,Kaduna,Ungwan Gajere,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2020,Sep,Mon,0,Ekiti,Igirigiri,Assassination,Government (General),Nigeria,Firearms
2014,Jun,Mon,0,Borno,Walama,Armed Assault,Government (General),Nigeria,Firearms
2012,Mar,Sat,0,Borno,Maiduguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Apr,Sat,0,Plateau,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2017,Apr,Sun,1,Kaduna,Aso,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,Jul,Sun,1,Adamawa,Mubeng,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Feb,Sun,0,Enugu,Amorji Nike,Armed Assault,Police,Nigeria,Firearms
2018,Jan,Wed,0,Borno,Kofa,Armed Assault,Private Citizens & Property,Nigeria,Explosives
2014,May,Tue,0,Borno,Alagarno,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2011,Oct,Sat,0,Plateau,Jos district,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2012,May,Sun,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2021,Feb,Thu,1,Borno,Damboa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
2021,Jun,Fri,0,Imo,Ihitte district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2014,May,Thu,0,Taraba,Mayo Kam,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2015,May,Tue,0,Plateau,Inding,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Nov,Fri,0,Taraba,Angai,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2021,Nov,Tue,0,Ogun,Owode-Ketu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Jan,Sat,1,Borno,Dalori,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2012,Jun,Tue,0,Kano,Kano,Bombing/Explosion,Police,Nigeria,Explosives
2019,Dec,Fri,0,Delta,Uzere,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
2018,Mar,Sun,0,Kogi,Gegu,Armed Assault,Police,Nigeria,Firearms
2021,May,Fri,1,Kaduna,Kurmin Kare,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2016,Apr,Thu,0,Delta,Batan,Bombing/Explosion,Utilities,Nigeria,Explosives
2003,Apr,Mon,0,Delta,Warri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2005,Sep,Thu,0,Rivers,Akututuru district,Facility/Infrastructure Attack,Utilities,United States,Firearms
2020,Aug,Sat,1,Yobe,Mashio,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2016,Nov,Tue,0,Borno,Gombori,Bombing/Explosion,Unknown,Nigeria,Explosives
2021,May,Sun,1,Benue,Ekpufu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2016,Jun,Mon,0,Benue,Kulungu,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Apr,Sun,0,Jigawa,Ringim,Armed Assault,Business,Nigeria,Explosives
2008,Jun,Mon,0,Edo,Unknown,Bombing/Explosion,Utilities,Nigeria,Explosives
2012,May,Fri,0,Kano,Kano,Armed Assault,Military,Nigeria,Firearms
2015,Nov,Sun,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2019,Apr,Mon,0,Borno,Baga,Bombing/Explosion,Military,International,Explosives
2012,Sep,Mon,0,Borno,Maiduguri,Facility/Infrastructure Attack,Police,Nigeria,Firearms
2013,Feb,Mon,0,Lagos,Lagos,Bombing/Explosion,Police,Nigeria,Explosives
2020,Jun,Mon,0,Taraba,Shamaki,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Sep,Wed,0,Kano,Kano,Armed Assault,Government (General),Nigeria,Firearms
2012,May,Wed,0,Yobe,Damaturu,Bombing/Explosion,Government (General),Nigeria,Explosives
2015,Jan,Wed,1,Nasarawa,Nasarawa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2016,Dec,Tue,0,Borno,Pulka,Bombing/Explosion,Military,Nigeria,Explosives
2012,Mar,Mon,0,Borno,Kumshe,Armed Assault,Police,Nigeria,Firearms
2021,Jun,Wed,0,Imo,Amaebu Ebenatu,Assassination,Government (General),Nigeria,Firearms
2013,Nov,Wed,0,Yobe,Gashau,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,May,Tue,0,Plateau,Kassa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2013,Jan,Tue,1,Delta,Abraka,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
2016,Feb,Sat,0,Borno,Ajiri,Bombing/Explosion,Military,Nigeria,Explosives
2021,Mar,Sun,0,Borno,Zabarmari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2010,Mar,Tue,1,Delta,Igbuzor,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2021,Mar,Sat,0,Borno,Maiduguri,Bombing/Explosion,Utilities,Nigeria,Explosives
2020,Apr,Mon,0,Ondo,Akure North district,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2012,Mar,Fri,0,Borno,Maiduguri,Bombing/Explosion,Military,Nigeria,Explosives
2015,Feb,Sun,0,Yobe,Potiskum,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2015,Sep,Thu,1,Borno,Gazabure,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
2018,Apr,Sat,0,Nasarawa,Aloshi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2001,Oct,Sat,0,Bayelsa,Unknown,Bombing/Explosion,Government (General),Nigeria,Explosives
2011,May,Fri,0,Borno,Damboa,Armed Assault,Police,Nigeria,Explosives
2013,Oct,Tue,0,Borno,Ngom,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Jun,Sat,0,Borno,Wala,Bombing/Explosion,Unknown,Nigeria,Explosives
2019,Nov,Fri,0,Borno,Unknown,Bombing/Explosion,Military,Nigeria,Explosives
2012,Apr,Sun,0,Yobe,Damaturu,Bombing/Explosion,Business,Nigeria,Explosives
2013,Jan,Thu,0,Kano,Bunkure,Bombing/Explosion,Police,Nigeria,Explosives
2015,Jan,Sun,0,Kano,Gidan Maso,Armed Assault,Religious Figures/Institutions,Nigeria,Incendiary
2014,Jul,Sun,0,Adamawa,Madagali,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Jan,Wed,0,Borno,Dalori,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2018,Apr,Fri,0,Osun,Gbongan,Armed Assault,Violent Political Party,Nigeria,Firearms
2017,Aug,Wed,0,Plateau,Miango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Nov,Fri,0,Plateau,Miango Jebu,Unknown,Private Citizens & Property,Nigeria,Unknown
2015,Feb,Tue,0,Adamawa,Balda,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2016,May,Tue,0,Bayelsa,Egbembiri,Bombing/Explosion,Utilities,Nigeria,Explosives
2018,Feb,Sat,1,Abia,Umuahia,Hostage Taking (Kidnapping),Journalists & Media,Nigeria,Firearms
2018,Sep,Fri,0,Adamawa,Gojefa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2012,Jan,Sun,0,Bauchi,Tafawa Balewa,Armed Assault,Police,Nigeria,Explosives
2013,Jul,Mon,0,Kano,Kano,Bombing/Explosion,Business,Nigeria,Explosives
2016,Feb,Wed,0,Edo,Aruogba,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2008,Jun,Thu,0,Unknown,Unknown,Hostage Taking (Kidnapping),Maritime,United States,Unknown
2018,Mar,Thu,0,Borno,Gamboru,Bombing/Explosion,Unknown,Nigeria,Explosives
2019,Sep,Thu,0,Rivers,Rumueme,Assassination,Government (General),Nigeria,Firearms
2020,Oct,Wed,1,Kaduna,Chibob,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2018,Mar,Fri,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
2018,Jan,Wed,1,Adamawa,Kaya,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2019,Nov,Wed,0,Yobe,Babban Gida,Hostage Taking (Kidnapping),Other,Nigeria,Firearms
2013,Apr,Mon,0,Borno,Abadam,Bombing/Explosion,Military,Nigeria,Explosives
2015,Jan,Fri,0,Borno,Kambari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2017,Jul,Thu,0,Borno,Maiduguri,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2017,Jul,Sat,0,Borno,Muna Delti,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Explosives
2018,Nov,Tue,1,Plateau,Fan,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2007,Apr,Fri,0,Kano,Kano,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
2018,May,Thu,0,Borno,Gwoza district,Bombing/Explosion,Military,Nigeria,Explosives
2017,Jun,Tue,0,Benue,Markurdi,Unknown,Private Citizens & Property,Nigeria,Unknown
2015,Jul,Mon,0,Borno,Fishdam,Armed Assault,Private Citizens & Property,Nigeria,Melee
2014,Jul,Thu,0,Borno,Manjakwa,Bombing/Explosion,Religious Figures/Institutions,Nigeria,Explosives
2017,Jun,Sun,0,Borno,Wajiro,Unknown,Military,Nigeria,Unknown
2015,Jul,Wed,0,Lagos,Lagos,Assassination,Private Citizens & Property,Nigeria,Firearms
2019,Feb,Sun,0,Benue,Agabge,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Jul,Sun,0,Rivers,Choba,Assassination,Private Citizens & Property,Nigeria,Firearms
2021,Jun,Sun,0,Plateau,Kushe,Armed Assault,Business,Nigeria,Firearms
2019,Jan,Mon,0,Rivers,Port Harcourt,Armed Assault,Police,Nigeria,Firearms
2021,Mar,Sat,1,Imo,Umuelemai,Hostage Taking (Kidnapping),Police,Nigeria,Firearms
2019,Apr,Tue,0,Yobe,Kanama,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Apr,Mon,0,Plateau,Kangboro,Armed Assault,Private Citizens & Property,Nigeria,Melee
2013,Oct,Thu,0,Yobe,Damatura,Armed Assault,Police,Nigeria,Explosives
2012,Apr,Wed,0,Yobe,Fika,Bombing/Explosion,Educational Institution,Nigeria,Explosives
2015,May,Mon,0,Kaduna,Gundumar Kasaya Labi,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2019,Nov,Wed,0,Borno,Borgozo,Armed Assault,Military,Nigeria,Firearms
2014,Mar,Mon,0,Borno,Mafa,Bombing/Explosion,Police,Nigeria,Explosives
2014,Jul,Fri,0,Borno,Rann,Armed Assault,Police,Nigeria,Explosives
2020,Dec,Fri,1,Borno,Yana-Yikiri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
1999,May,Tue,0,Delta,Unknown,Armed Assault,Business,Netherlands,Unknown
1997,Jul,Tue,0,Lagos,Lagos,Bombing/Explosion,Military,Nigeria,Explosives
2011,Oct,Wed,0,Plateau,Jos,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
2018,Nov,Fri,1,Borno,Mitile,Hostage Taking (Kidnapping),Military,Nigeria,Unknown
2015,Jan,Thu,0,Borno,Gamboru,Armed Assault,Private Citizens & Property,Nigeria,Incendiary
2016,Oct,Fri,0,Kaduna,Godogodo,Armed Assault,Police,Nigeria,Firearms
2016,Mar,Tue,0,Delta,Odidi,Bombing/Explosion,Utilities,Nigeria,Explosives
2007,Apr,Fri,0,Bayelsa,Unknown,Armed Assault,Utilities,Nigeria,Firearms
2020,Mar,Sun,0,Borno,Mayanti,Armed Assault,Military,Nigeria,Explosives
2015,Jul,Tue,0,Kaduna,Zaria,Bombing/Explosion,Government (General),Nigeria,Explosives
2020,Oct,Sat,0,Kaduna,Kunai,Armed Assault,Private Citizens & Property,Nigeria,Firearms
2008,Nov,Fri,1,Rivers,Port Harcourt,Hostage Taking (Kidnapping),Private Citizens & Property,Great Britain,Firearms
2012,Oct,Mon,0,Yobe,Potiskum,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
2017,Nov,Tue,0,Edo,Ovia South-West district,Armed Assault,Police,Nigeria,Firearms
2016,Nov,Sat,1,Abuja,Darka,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
2019,Dec,Mon,0,Anambra,Awka,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
