year,month,day,extended,state,city,attack_type,target_type,nationality,weapon_type
4350,2018,Nov,Thu,0,Adamawa,Madagali district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4351,2018,Aug,Tue,0,Akwa Ibom,Etim Ekpo district,Armed Assault,Transportation,Nigeria,Firearms
4352,2018,Aug,Sat,1,Benue,Guma district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4353,2018,Aug,Sat,0,Benue,Gbajima,Armed Assault,Military,Nigeria,Firearms
4354,2018,Aug,Sat,0,Borno,Mairari,Armed Assault,Private Citizens & Property,Nigeria,Explosives
4355,2018,Aug,Fri,0,Borno,Aligoshab,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4356,2018,Aug,Sun,0,Borno,Kalamari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4357,2018,Aug,Tue,0,Plateau,Abonong,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4358,2018,Aug,Tue,0,Plateau,Wereh,Unknown,Business,Nigeria,Unknown
4359,2018,Aug,Tue,0,Plateau,Loh-Fan,Unknown,Private Citizens & Property,Nigeria,Unknown
4360,2018,Aug,Tue,0,Plateau,Loh-Pwat,Unknown,Private Citizens & Property,Nigeria,Unknown
4361,2018,Aug,Tue,0,Plateau,Nafan,Unknown,Private Citizens & Property,Nigeria,Unknown
4362,2018,Aug,Tue,0,Plateau,Sagas,Unknown,Private Citizens & Property,Nigeria,Unknown
4363,2018,Aug,Tue,0,Plateau,Nzom,Unknown,Private Citizens & Property,Nigeria,Unknown
4364,2018,Aug,Tue,0,Plateau,Ude,Unknown,Private Citizens & Property,Nigeria,Unknown
4365,2018,Aug,Tue,0,Plateau,Fan,Unknown,Private Citizens & Property,Nigeria,Unknown
4366,2018,Aug,Tue,1,Plateau,Dorowa,Unknown,Private Citizens & Property,Nigeria,Unknown
4367,2018,Aug,Tue,0,Delta,Okpe district,Assassination,Government (General),Nigeria,Firearms
4368,2018,Aug,Tue,0,Borno,Gulumba Gana,Bombing/Explosion,Military,Nigeria,Explosives
4369,2018,Aug,Wed,0,Plateau,Zayit,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Unknown
4370,2018,Aug,Wed,0,Adamawa,Numan district,Assassination,Violent Political Party,Nigeria,Melee
4371,2018,Aug,Thu,0,Borno,Zaro,Armed Assault,Military,Nigeria,Firearms
4372,2018,Aug,Thu,1,Cross River,Asari Eso Layout,Hostage Taking (Kidnapping),Violent Political Party,Nigeria,Firearms
4373,2018,Aug,Thu,0,Delta,Obomkpa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4374,2018,Jan,Tue,0,Borno,Guzamala district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4375,2018,Feb,Fri,0,Plateau,Lopandet Dwei,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4376,2018,Feb,Fri,0,Plateau,Unknown,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4377,2018,Apr,Mon,1,Borno,Pulka,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
4378,2018,Apr,Mon,0,Plateau,Gana-Ropp,Armed Assault,Business,Nigeria,Firearms
4379,2018,Jun,Sat,0,Plateau,Nding Suisut,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4380,2018,Jul,Mon,0,Borno,Gudunbali,Armed Assault,Military,Nigeria,Explosives
4381,2018,Aug,Thu,0,Borno,Baga,Unknown,Military,Nigeria,Unknown
4382,2018,Dec,Sun,0,Borno,Damasak,Armed Assault,Military,Nigeria,Explosives
4383,2018,Dec,Sun,0,Zamfara,Badarawa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4384,2018,Sep,Thu,0,Kano,Bompai,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
4385,2018,Sep,Thu,0,Adamawa,Gon,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4386,2018,Sep,Thu,0,Adamawa,Bolki,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4387,2018,Sep,Thu,0,Adamawa,Nzomosu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4388,2018,Sep,Thu,0,Adamawa,Nyanga,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4389,2018,Sep,Thu,0,Adamawa,Bukuto,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4390,2018,Sep,Fri,0,Plateau,Turu,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4391,2018,Sep,Fri,0,Borno,Modu Ajiri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4392,2018,Sep,Fri,0,Borno,Sheriwu Kwayari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4393,2018,Sep,Sat,0,Taraba,Bawa Garki,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4394,2018,Sep,Tue,0,Akwa Ibom,Ukanafun district,Armed Assault,Transportation,Nigeria,Firearms
4395,2018,Sep,Wed,0,Borno,Wanori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4396,2018,Sep,Wed,0,Borno,Kaleri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4397,2018,Sep,Wed,0,Borno,Amarwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4398,2018,Sep,Sun,0,Borno,Kekeno,Armed Assault,Military,Nigeria,Explosives
4399,2018,Sep,Wed,0,Borno,Gashagar,Armed Assault,Military,Nigeria,Firearms
4400,2018,Sep,Wed,0,Borno,Kaltaram,Armed Assault,Military,Nigeria,Firearms
4401,2018,Sep,Wed,0,Kano,Kano,Armed Assault,Government (General),Nigeria,Firearms
4402,2018,Sep,Thu,0,Plateau,Jos,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4403,2018,Sep,Sat,0,Delta,Ndokwa East district,Armed Assault,Police,Nigeria,Firearms
4404,2018,Sep,Sat,0,Plateau,Riyom district,Unknown,Private Citizens & Property,Nigeria,Unknown
4405,2018,Sep,Sat,0,Benue,Okpoga,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4406,2018,Sep,Sun,1,Plateau,Tina,Armed Assault,Educational Institution,Nigeria,Firearms
4407,2018,Sep,Sun,0,Rivers,Port Harcourt,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4408,2018,Sep,Sun,0,Plateau,Jos,Unknown,Religious Figures/Institutions,Nigeria,Unknown
4409,2018,Feb,Sat,0,Plateau,Riyom district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4410,2018,Mar,Sat,0,Plateau,Miango,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4411,2018,Apr,Tue,0,Plateau,Nkiendoro,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4412,2018,May,Thu,0,Delta,Ethiope East district,Armed Assault,Violent Political Party,Nigeria,Firearms
4413,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4414,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4415,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4416,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4417,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4418,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4419,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4420,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4421,2018,Jun,Sun,0,Plateau,Barakin Ladi district,Bombing/Explosion,Private Citizens & Property,Nigeria,Explosives
4422,2018,Aug,Fri,1,Borno,Mitile,Armed Assault,Military,Nigeria,Firearms
4423,2018,Nov,Sat,0,Akwa Ibom,Uyo,Armed Assault,Government (General),Nigeria,Firearms
4424,2018,Dec,Mon,0,Borno,Arege,Armed Assault,Military,Nigeria,Firearms
4425,2018,Oct,Mon,0,Borno,Kumshe,Bombing/Explosion,Military,Nigeria,Explosives
4426,2018,Oct,Wed,0,Ekiti,Otun,Assassination,Government (General),Nigeria,Firearms
4427,2018,Oct,Wed,0,Kaduna,Kakuri,Armed Assault,Police,Nigeria,Firearms
4428,2018,Oct,Wed,0,Adamawa,Demsa district,Unknown,Private Citizens & Property,Nigeria,Unknown
4429,2018,Oct,Thu,0,Borno,Kalla,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4430,2018,Oct,Sat,1,Borno,Kalla,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
4431,2018,Oct,Sat,1,Nasarawa,Keffi,Hostage Taking (Kidnapping),Journalists & Media,Nigeria,Firearms
4432,2018,Oct,Sat,0,Borno,Malari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4433,2018,Oct,Sat,0,Borno,Fuguri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4434,2018,Oct,Sat,0,Borno,Femari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4435,2018,Oct,Sat,0,Borno,Maiduguri,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4436,2018,Oct,Sun,0,Kaduna,Mando,Armed Assault,Journalists & Media,Nigeria,Melee
4437,2018,Oct,Mon,1,Borno,Mifa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4438,2018,Oct,Thu,0,Benue,Angela,Unknown,Private Citizens & Property,Nigeria,Unknown
4439,2018,Oct,Thu,1,Delta,Agbor,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4440,2018,Oct,Fri,0,Borno,Logomani,Unknown,Military,Nigeria,Unknown
4441,2018,Oct,Fri,0,Ekiti,Ikere district,Assassination,Violent Political Party,Nigeria,Firearms
4442,2018,Oct,Fri,0,Zamfara,Gidan Baure,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4443,2018,Oct,Sat,0,Enugu,Enugu,Assassination,Government (General),Nigeria,Firearms
4444,2018,Oct,Sat,0,Borno,Gashigar,Armed Assault,Military,Nigeria,Firearms
4445,2018,Oct,Wed,0,Borno,Gwazari-Kofa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4446,2018,Oct,Wed,0,Borno,Dalori,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4447,2018,Oct,Wed,0,Borno,Bulabulin,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4448,2018,Oct,Wed,0,Borno,Kofa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4449,2018,Oct,Wed,0,Borno,Mallumti,Unknown,Private Citizens & Property,Nigeria,Unknown
4450,2018,Oct,Wed,0,Borno,Ngomari,Unknown,Private Citizens & Property,Nigeria,Unknown
4451,2018,Oct,Wed,0,Borno,Gozari,Unknown,Private Citizens & Property,Nigeria,Unknown
4452,2018,Feb,Sun,0,Borno,Gozari,Unknown,Private Citizens & Property,Nigeria,Unknown
4453,2018,Feb,Sun,0,Borno,Ngomari,Unknown,Private Citizens & Property,Nigeria,Unknown
4454,2018,Feb,Sun,0,Borno,Alhaji Mallumti,Unknown,Private Citizens & Property,Nigeria,Unknown
4455,2018,Feb,Sun,0,Borno,Kofa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4456,2018,Feb,Sun,0,Borno,Bulabulin,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4457,2018,Apr,Wed,0,Nasarawa,Unknown,Assassination,Private Citizens & Property,Nigeria,Firearms
4458,2018,May,Fri,1,Borno,Kukawa,Armed Assault,Military,Nigeria,Firearms
4459,2018,May,Fri,0,Borno,Kumshe,Armed Assault,Military,Nigeria,Firearms
4460,2018,Jun,Mon,1,Delta,Abraka,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4461,2018,Jun,Mon,0,Benue,Unknown,Armed Assault,Military,Nigeria,Firearms
4462,2018,Jul,Wed,0,Yobe,Katarko,Armed Assault,Military,Nigeria,Explosives
4463,2018,Jun,Mon,1,Borno,Kala,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4464,2018,Aug,Sat,1,Borno,Logomani,Armed Assault,Military,Nigeria,Firearms
4465,2018,Oct,Thu,0,Borno,Judumri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4466,2018,Nov,Sun,0,Borno,Bale Shuwa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4467,2018,Dec,Tue,0,Kogi,Ibozogi,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4468,2018,Nov,Tue,1,Borno,Kazaa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4469,2018,Nov,Tue,1,Borno,Daraa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4470,2018,Nov,Tue,0,Borno,Gremari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4471,2018,Nov,Tue,0,Borno,Maiduguri,Bombing/Explosion,Unknown,Nigeria,Explosives
4472,2018,Nov,Wed,1,Borno,Karetu,Armed Assault,Military,Nigeria,Firearms
4473,2018,Nov,Wed,0,Borno,Mammanti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4474,2018,Nov,Wed,0,Rivers,Ipo,Armed Assault,Violent Political Party,Nigeria,Firearms
4475,2018,Nov,Thu,1,Borno,Korori,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4476,2018,Nov,Thu,0,Kwara,Odofin Igbana,Assassination,Private Citizens & Property,Nigeria,Firearms
4477,2018,Nov,Fri,0,Abuja,Abuja district,Assassination,Private Citizens & Property,Nigeria,Firearms
4478,2018,Nov,Fri,0,Kogi,Okene,Armed Assault,Government (General),Nigeria,Explosives
4479,2018,Nov,Fri,0,Borno,Kekeno,Armed Assault,Military,Nigeria,Firearms
4480,2018,Nov,Sat,0,Borno,Mainok,Unknown,Military,Nigeria,Unknown
4481,2018,Nov,Sat,1,Borno,Ngala district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4482,2018,Nov,Mon,1,Borno,Mitile,Armed Assault,Military,Nigeria,Explosives
4483,2018,Nov,Sun,0,Borno,Gajiram,Unknown,Military,Nigeria,Unknown
4484,2018,Nov,Mon,1,Borno,Mammanti,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4485,2018,Nov,Mon,1,Borno,Bama,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4486,2018,Nov,Mon,0,Borno,Molai,Hostage Taking (Barricade Incident),Private Citizens & Property,Nigeria,Firearms
4487,2018,Nov,Thu,0,Delta,Ughelli North district,Armed Assault,Police,Nigeria,Firearms
4488,2018,Nov,Fri,1,Borno,Mitile,Hostage Taking (Kidnapping),Military,Nigeria,Unknown
4489,2018,Nov,Mon,0,Borno,Maiduguri,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
4490,2018,Nov,Mon,0,Adamawa,Dar,Bombing/Explosion,Unknown,Nigeria,Explosives
4491,2018,Nov,Tue,0,Borno,Kauwa,Unknown,Military,Nigeria,Unknown
4492,2018,Nov,Tue,1,Bauchi,Ganjuwa district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4493,2018,Nov,Tue,1,Ondo,Akoko North-West district,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4494,2018,Nov,Wed,0,Borno,Arege,Armed Assault,Military,Nigeria,Firearms
4495,2018,Nov,Wed,0,Lagos,Lagos,Assassination,Journalists & Media,Nigeria,Firearms
4496,2018,Nov,Fri,0,Borno,Arege,Armed Assault,Military,Nigeria,Firearms
4497,2018,Jan,Fri,0,Yobe,Buni Gari,Armed Assault,Military,Nigeria,Firearms
4498,2018,Jan,Fri,0,Borno,Maiduguri,Bombing/Explosion,Terrorists/Non-State Militia,Nigeria,Explosives
4499,2018,Feb,Mon,0,Borno,Malum Fatori,Armed Assault,Military,Nigeria,Firearms
4500,2018,Feb,Mon,0,Borno,Arge,Unknown,Military,Nigeria,Unknown
4501,2018,Feb,Mon,0,Borno,Kangarwa,Unknown,Military,Nigeria,Unknown
4502,2018,Mar,Mon,0,Kaduna,Uduwa,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4503,2018,Mar,Mon,0,Benue,Abako,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4504,2018,Mar,Mon,0,Taraba,Sai,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4505,2018,Apr,Thu,0,Borno,Gudunbali,Armed Assault,Military,Nigeria,Firearms
4506,2018,Apr,Thu,1,Ondo,Amurin,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
4507,2018,Apr,Thu,1,Osun,Esa Oke,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
4508,2018,Jul,Thu,0,Zamfara,Dogon Maje,Unknown,Private Citizens & Property,Nigeria,Unknown
4509,2018,May,Sat,0,Ogun,Ibese,Assassination,Private Citizens & Property,Nigeria,Firearms
4510,2018,Jun,Tue,0,Borno,Rann,Armed Assault,Military,Nigeria,Firearms
4511,2018,Jun,Tue,0,Enugu,Enugu,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4512,2018,Jun,Tue,0,Borno,Ngala,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4513,2018,Jul,Thu,0,Borno,Bama,Armed Assault,Military,Nigeria,Firearms
4514,2018,Jul,Thu,0,Borno,Rann,Armed Assault,Government (Diplomatic),International,Firearms
4515,2018,Aug,Sun,0,Borno,Gulumba Gana,Bombing/Explosion,Military,Nigeria,Explosives
4516,2018,Sep,Wed,1,Kebbi,Ribah,Hostage Taking (Kidnapping),Violent Political Party,Nigeria,Firearms
4517,2018,Nov,Mon,0,Zamfara,Malikawa,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4518,2018,Oct,Fri,1,Zamfara,Birnin Yero,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4519,2018,Dec,Wed,0,Borno,Maiduguri,Bombing/Explosion,Police,Nigeria,Explosives
4520,2018,Dec,Thu,0,Imo,Umuoke,Assassination,Police,Nigeria,Firearms
4521,2018,Dec,Fri,1,Borno,Gudunbali,Armed Assault,Military,Nigeria,Firearms
4522,2018,Dec,Fri,0,Imo,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4523,2018,Dec,Sat,0,Borno,Zabarmari,Armed Assault,Business,Nigeria,Firearms
4524,2018,Dec,Sat,0,Borno,Koshebe,Armed Assault,Business,Nigeria,Firearms
4525,2018,Dec,Sat,0,Borno,Gamboru,Bombing/Explosion,Military,Nigeria,Explosives
4526,2018,Dec,Sat,1,Ondo,Owo,Hostage Taking (Kidnapping),Educational Institution,Nigeria,Firearms
4527,2018,Dec,Sat,1,Ondo,Ilu Abo,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4528,2018,Dec,Sat,1,Ondo,Oba Akoko,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4529,2018,Dec,Sun,0,Borno,Maibukarti,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4530,2018,Dec,Mon,0,Imo,Ideato South district,Assassination,Violent Political Party,Nigeria,Firearms
4531,2018,Dec,Tue,1,Nasarawa,Tudu-Uku,Assassination,Government (General),Nigeria,Firearms
4532,2018,Dec,Wed,0,Borno,Mushemiri,Bombing/Explosion,Military,Nigeria,Explosives
4533,2018,Dec,Wed,0,Anambra,Onitsha,Armed Assault,Religious Figures/Institutions,Nigeria,Firearms
4534,2018,Dec,Wed,1,Delta,Unknown,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4535,2018,Dec,Thu,0,Borno,Sabon Gari,Unknown,Military,Nigeria,Unknown
4536,2018,Dec,Thu,0,Yobe,Buni Gari,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4537,2018,Dec,Sat,0,Zamfara,Magami,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4538,2018,Dec,Sat,0,Borno,Gajiram,Armed Assault,Military,Nigeria,Firearms
4539,2018,Dec,Sun,0,Borno,Makalama,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4540,2018,Dec,Sun,0,Rivers,Onne,Assassination,Government (General),Nigeria,Firearms
4541,2018,Dec,Mon,0,Yobe,Damaturu,Armed Assault,Military,Nigeria,Firearms
4542,2018,Dec,Mon,0,Yobe,Kukareta,Armed Assault,Military,Nigeria,Firearms
4543,2018,Dec,Mon,0,Plateau,Barakin Ladi,Armed Assault,Business,Nigeria,Firearms
4544,2018,Dec,Mon,0,Benue,Ukemberagya,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4545,2018,Dec,Mon,0,Yobe,Kukareta,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
4546,2018,Dec,Mon,0,Yobe,Ngaurawa,Facility/Infrastructure Attack,Educational Institution,Nigeria,Incendiary
4547,2018,Dec,Tue,0,Yobe,Kukareta,Armed Assault,Government (General),Nigeria,Firearms
4548,2018,Dec,Fri,0,Borno,Damasak,Unknown,Military,Nigeria,Unknown
4549,2018,Dec,Wed,1,Borno,Baga,Hostage Taking (Kidnapping),Military,International,Firearms
4550,2018,Dec,Wed,0,Plateau,Barakin Ladi district,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4551,2018,Dec,Wed,0,Yobe,Bujimirum,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4552,2018,Dec,Wed,0,Borno,Mbolakel,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4553,2018,Dec,Tue,0,Borno,Bolakla,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4554,2018,Dec,Thu,0,Yobe,Goniri,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4555,2018,Dec,Thu,0,Borno,Baga,Unknown,Military,Nigeria,Unknown
4556,2018,Dec,Thu,0,Borno,Baga,Unknown,Police,Nigeria,Unknown
4557,2018,Dec,Fri,0,Ekiti,Ado-Ekiti,Assassination,Government (General),Nigeria,Firearms
4558,2018,Dec,Fri,0,Borno,Kekeno,Armed Assault,Military,Nigeria,Firearms
4559,2018,Dec,Fri,0,Borno,Baga,Unknown,Military,Nigeria,Unknown
4560,2018,Dec,Fri,0,Borno,Monguno,Unknown,Military,Nigeria,Unknown
4561,2018,Dec,Sun,0,Yobe,Buni Gari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4562,2018,Dec,Sun,0,Borno,Kubtara,Bombing/Explosion,Unknown,Nigeria,Explosives
4563,2018,Dec,Sun,0,Plateau,Nding,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4564,2018,Dec,Sun,0,Plateau,Dorong,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4565,2019,Jan,Tue,0,Benue,Gbajimba,Facility/Infrastructure Attack,Business,Nigeria,Incendiary
4566,2019,Jan,Tue,0,Borno,Kimba,Unknown,Military,Nigeria,Unknown
4567,2019,Jan,Tue,0,Borno,Sabon Gari,Unknown,Military,Nigeria,Unknown
4568,2019,Jan,Tue,0,Borno,Wajirko,Unknown,Military,Nigeria,Unknown
4569,2019,Feb,Fri,0,Borno,Damasak,Unknown,Military,Nigeria,Unknown
4570,2019,Feb,Fri,0,Plateau,Kwata,Assassination,Government (General),Nigeria,Firearms
4571,2019,Mar,Fri,0,Borno,Banki,Hijacking,NGO,International,Firearms
4572,2019,Apr,Mon,0,Bayelsa,Koluama,Bombing/Explosion,Utilities,Nigeria,Explosives
4573,2019,May,Wed,0,Borno,Damasak,Armed Assault,Military,Nigeria,Explosives
4574,2019,May,Wed,0,Yobe,Goniri,Unknown,Private Citizens & Property,Nigeria,Unknown
4575,2019,Jul,Mon,0,Borno,Auno,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4576,2019,Jul,Mon,0,Borno,Sajeri,Hostage Taking (Kidnapping),Religious Figures/Institutions,Nigeria,Firearms
4577,2019,Dec,Sun,0,Delta,Agadama,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4578,2019,Jan,Sun,0,Borno,Konduga district,Bombing/Explosion,Unknown,Nigeria,Explosives
4579,2019,Jan,Sun,0,Borno,Magumeri,Unknown,Military,Nigeria,Unknown
4580,2019,Jan,Sun,0,Enugu,Enugu,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Incendiary
4581,2019,Jan,Mon,1,Borno,Rann,Armed Assault,Military,Nigeria,Firearms
4582,2019,Jan,Mon,0,Borno,Damasak,Unknown,Private Citizens & Property,Nigeria,Unknown
4583,2019,Jan,Tue,0,Borno,Gajiram,Armed Assault,Private Citizens & Property,Nigeria,Explosives
4584,2019,Jan,Thu,0,Borno,Kamuya,Armed Assault,Military,Nigeria,Firearms
4585,2019,Jan,Sat,0,Borno,Baga,Bombing/Explosion,Military,Nigeria,Explosives
4586,2019,Jan,Sun,0,Yobe,Buni Yadi,Armed Assault,Military,Nigeria,Firearms
4587,2019,Jan,Sun,0,Adamawa,Bare,Facility/Infrastructure Attack,Religious Figures/Institutions,Nigeria,Incendiary
4588,2019,Jan,Sun,0,Borno,Shattimari,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4589,2019,Jan,Wed,1,Yobe,Geidam,Hostage Taking (Kidnapping),Military,Nigeria,Firearms
4590,2019,Jan,Wed,0,Borno,Ajiri,Unknown,Military,Nigeria,Unknown
4591,2019,Jan,Thu,1,Borno,Unknown,Hostage Taking (Kidnapping),Government (General),Nigeria,Unknown
4592,2019,Jan,Fri,0,Borno,Banki,Unknown,Military,Nigeria,Unknown
4593,2019,Jan,Fri,0,Nasarawa,Tudu-Uku,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Firearms
4594,2019,Jan,Sun,0,Borno,Ajiri,Unknown,Military,Nigeria,Unknown
4595,2019,Jan,Sun,0,Borno,Lomani,Bombing/Explosion,Military,Nigeria,Explosives
4596,2019,Jan,Mon,1,Borno,Rann,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4597,2019,Jan,Mon,1,Abia,Unknown,Hostage Taking (Kidnapping),Government (General),Nigeria,Firearms
4598,2019,Jan,Mon,1,Borno,Molai,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Melee
4599,2019,Jan,Thu,0,Borno,Unknown,Armed Assault,Military,Nigeria,Firearms
4600,2019,Jan,Wed,1,Borno,Biu district,Hostage Taking (Kidnapping),Private Citizens & Property,Nigeria,Unknown
4601,2019,Jan,Wed,0,Kogi,Osara,Assassination,Police,Nigeria,Firearms
4602,2019,Feb,Sat,0,Borno,Mallam Fatori,Armed Assault,Military,Nigeria,Explosives
4603,2019,Mar,Sat,0,Abia,Isiala Ngwa South district,Facility/Infrastructure Attack,Government (General),Nigeria,Incendiary
4604,2019,Apr,Tue,0,Adamawa,Shuwa,Armed Assault,Private Citizens & Property,Nigeria,Explosives
4605,2019,Apr,Tue,0,Adamawa,Kirchina,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4606,2019,Apr,Tue,0,Borno,Tubba,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4607,2019,Apr,Tue,0,Yobe,Kanama,Armed Assault,Private Citizens & Property,Nigeria,Firearms
4608,2019,Apr,Tue,0,Adamawa,Shuari,Facility/Infrastructure Attack,Private Citizens & Property,Nigeria,Unknown
4609,2019,Apr,Tue,0,Adamawa,Gulak,Unknown,Private Citizens & Property,Nigeria,Unknown
4610,2019,Apr,Tue,0,Adamawa,Michika,Unknown,Private Citizens & Property,Nigeria,Unknown
